City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
366,Ploemeur,FR,47.73,-3.43,61.0,77,2,11.41,clear sky
367,Rauma,FI,61.13,21.51,44.6,100,90,8.05,light intensity drizzle
368,Formosa,AR,-26.18,-58.18,98.6,37,75,5.82,broken clouds
369,Krasnovishersk,RU,60.41,57.08,30.78,98,97,4.0,overcast clouds
370,Tahe,CN,52.33,124.73,23.34,89,100,14.9,overcast clouds
371,Kigorobya,UG,1.62,31.31,68.36,91,100,2.26,overcast clouds
372,Shingu,JP,33.73,135.98,61.79,86,74,10.29,light rain
373,Mae Sai,TH,20.43,99.88,72.0,100,75,1.12,broken clouds
374,Ukiah,US,39.15,-123.21,66.0,71,1,1.83,clear sky
375,Nahrin,AF,36.06,69.13,46.63,51,0,2.39,clear sky
376,Palu,ID,-0.89,119.87,76.73,82,26,2.59,light rain
377,Saldanha,ZA,-33.01,17.94,69.8,46,0,9.17,clear sky
378,Gornozavodsk,RU,58.38,58.32,28.18,98,100,5.32,overcast clouds
379,Nampula,MZ,-15.12,39.27,87.01,45,20,13.87,few clouds
380,Tanabe,JP,33.73,135.37,64.0,75,99,15.77,overcast clouds
381,Nizhniy Baskunchak,RU,48.22,46.83,46.96,53,81,8.99,broken clouds
382,Coria,ES,39.99,-6.54,61.0,87,58,9.53,light rain
383,Douglas,US,41.3,-96.17,46.4,65,1,3.36,clear sky
384,Telimele,GN,10.92,-13.33,84.02,65,100,5.39,light rain
385,Buchanan,LR,5.88,-10.05,86.0,74,75,9.17,thunderstorm
386,Superior,US,46.72,-92.1,36.0,80,90,12.75,overcast clouds
387,Bonavista,CA,48.65,-53.11,55.99,73,86,11.01,overcast clouds
388,Visby,SE,57.64,18.3,53.01,93,90,8.05,overcast clouds
389,Port Macquarie,AU,-31.43,152.92,57.99,91,56,6.67,broken clouds
390,Ust-Kuyga,RU,70.02,135.6,6.85,93,99,4.25,overcast clouds
391,San Vicente,AR,-26.62,-54.13,94.08,28,4,2.75,clear sky
392,Takahata,JP,38.0,140.19,52.0,84,100,2.42,overcast clouds
393,Hamilton,US,39.18,-84.53,69.8,77,90,10.29,overcast clouds
394,General Roca,AR,-39.03,-67.58,66.2,32,93,13.87,overcast clouds
395,Bukowno,PL,50.26,19.46,55.0,84,67,6.33,broken clouds
396,Sinnamary,GF,5.38,-52.95,88.05,60,7,11.95,clear sky
397,Seddon,AU,-37.81,144.89,50.0,87,14,5.82,few clouds
398,Skibbereen,IE,51.55,-9.27,51.8,76,40,19.46,scattered clouds
399,Ulladulla,AU,-35.35,150.47,62.01,93,75,5.82,broken clouds
400,Kahului,US,20.89,-156.47,73.4,69,20,4.7,few clouds
401,Mbouda,CM,5.63,10.26,72.1,73,8,2.44,light rain
402,Salamiyah,SY,35.01,37.05,70.0,65,0,13.42,clear sky
403,Mamontovo,RU,52.71,81.62,49.82,45,74,18.52,broken clouds
404,Nagato,JP,34.38,131.2,71.6,68,90,8.05,light rain
405,Huambo,AO,-12.78,15.74,84.2,37,40,6.93,thunderstorm
406,Taksimo,RU,56.34,114.88,20.79,82,80,2.89,broken clouds
407,Tessalit,ML,20.2,1.01,99.63,9,0,6.87,clear sky
408,Rio Gallegos,AR,-51.62,-69.22,55.4,35,81,4.7,broken clouds
409,Bage,BR,-31.33,-54.11,68.0,68,90,20.8,overcast clouds
410,Piedade,BR,-23.71,-47.43,87.01,42,47,4.0,light rain
411,Zaozerne,UA,45.16,33.28,58.42,62,70,5.41,broken clouds
412,Abu Samrah,SY,35.3,37.18,73.49,36,0,11.7,clear sky
413,Qazvin,IR,36.28,50.0,59.0,51,1,2.24,clear sky
414,Quatre Cocos,MU,-20.21,57.76,75.2,73,40,13.87,scattered clouds
415,Kondinskoye,RU,59.65,67.41,31.24,98,100,4.63,overcast clouds
416,Poum,NC,-20.23,164.02,74.43,77,0,7.45,clear sky
417,Hofn,IS,64.25,-15.21,37.4,69,20,2.24,few clouds
418,Turukhansk,RU,65.82,87.98,24.06,98,100,12.62,light snow
419,Elizabeth City,US,36.29,-76.25,81.0,61,20,5.82,few clouds
420,Bloomingdale,US,27.89,-82.24,80.6,74,90,9.17,overcast clouds
421,Alta Floresta,BR,-9.88,-56.09,102.49,26,81,5.08,broken clouds
422,Krasnoselkup,RU,65.7,82.47,26.24,98,99,7.43,light snow
423,Charters Towers,AU,-20.1,146.27,67.82,90,3,9.8,clear sky
424,Bay City,US,43.59,-83.89,51.8,57,90,21.92,overcast clouds
425,Alto Parana,BR,-23.13,-52.32,86.88,45,14,8.75,few clouds
426,Muzhi,RU,65.37,64.67,16.34,96,87,5.26,overcast clouds
427,Malanje,AO,-9.54,16.34,75.7,71,55,5.1,light rain
428,Asfi,MA,32.3,-9.24,68.83,79,82,17.0,broken clouds
429,Olafsvik,IS,64.89,-23.71,41.34,91,100,23.89,moderate rain
430,Maine-Soroa,NE,13.21,12.02,97.59,9,0,14.94,clear sky
431,Sambava,MG,-14.27,50.17,76.5,77,90,16.17,overcast clouds
432,Muros,ES,42.78,-9.06,63.0,76,81,11.99,light rain
433,Paamiut,GL,61.99,-49.67,34.99,83,100,26.33,overcast clouds
434,Ballina,AU,-28.87,153.57,59.0,93,98,4.16,overcast clouds
435,Adelaide,AU,-34.93,138.6,61.0,62,55,4.7,broken clouds
436,Mehamn,NO,71.04,27.85,28.4,92,40,11.41,scattered clouds
437,Nakhon Phanom,TH,17.33,104.42,66.97,73,78,5.35,broken clouds
438,Yashkul,RU,46.17,45.34,50.61,46,32,6.04,light rain
439,Ingham,US,42.6,-84.38,50.0,81,90,10.29,overcast clouds
440,Remedios,CU,22.49,-79.55,82.4,78,75,6.93,broken clouds
441,Kamaishi,JP,39.27,141.88,57.24,71,100,9.73,overcast clouds
442,Santa Rosa Del Sur,CO,7.96,-74.05,82.54,67,74,2.89,light rain
443,Vagur,FO,61.47,-6.81,45.45,69,51,18.88,light rain
444,Payson,US,40.04,-111.73,60.01,50,40,2.98,scattered clouds
445,Port Keats,AU,-14.25,129.55,83.16,72,1,9.06,clear sky
446,Hasaki,JP,35.73,140.83,57.2,87,75,8.05,broken clouds
447,Asau,RO,46.43,26.4,53.01,54,98,6.11,overcast clouds
448,Kirakira,SB,-10.45,161.92,79.48,80,88,4.79,overcast clouds
449,Sheridan,US,44.83,-106.92,37.99,86,90,2.26,overcast clouds
450,Bayir,TR,37.27,28.22,69.8,64,75,4.79,light rain
451,Yarmouth,US,41.71,-70.23,66.99,100,90,5.82,mist
452,Seguela,CI,7.96,-6.67,83.39,72,99,4.36,light rain
453,Zeya,RU,53.75,127.27,29.48,95,100,6.89,overcast clouds
454,Nantucket,US,41.28,-70.1,68.0,88,75,9.17,mist
455,Debre Sina,ET,9.85,39.77,53.73,58,1,2.77,clear sky
456,Belaya Gora,RU,68.53,146.42,4.35,93,59,3.24,broken clouds
457,Jimani,DO,18.49,-71.85,87.8,58,40,9.17,scattered clouds
458,Gap,FR,44.67,6.0,61.0,60,73,5.82,broken clouds
459,Mogadishu,SO,2.04,45.34,79.97,81,1,16.4,clear sky
460,Meulaboh,ID,4.14,96.13,79.36,82,100,4.5,moderate rain
461,Sao Joao Da Barra,BR,-21.64,-41.05,86.0,55,40,9.17,scattered clouds
462,Orocue,CO,4.79,-71.34,87.44,66,69,4.79,moderate rain
463,Half Moon Bay,US,37.46,-122.43,69.01,82,5,3.36,clear sky
464,Kloulklubed,PW,7.04,134.26,80.6,83,90,3.36,moderate rain
465,Qui Nhon,VN,13.77,109.23,75.15,85,100,14.07,overcast clouds
466,Iranshahr,IR,27.2,60.68,75.2,6,0,6.93,clear sky
467,Velyka Bahachka,UA,49.79,33.72,49.95,65,100,9.19,overcast clouds
468,Shache,CN,38.42,77.24,49.44,39,0,6.67,clear sky
469,Lazaro Cardenas,MX,17.96,-102.2,87.24,66,62,2.39,broken clouds
470,Sakakah,SA,29.97,40.21,84.2,11,0,4.7,clear sky
471,Muravlenko,RU,63.79,74.52,21.58,98,91,6.93,overcast clouds
472,Wahpeton,US,46.27,-96.61,30.0,74,1,10.29,clear sky
473,Boffa,GN,10.17,-14.03,83.77,79,98,7.29,light rain
474,Caravelas,BR,-17.71,-39.25,79.75,73,75,9.06,broken clouds
475,Beloha,MG,-25.17,45.05,74.01,68,0,10.31,clear sky
476,The Valley,AI,18.22,-63.06,86.0,70,20,10.29,few clouds
477,Mezen,RU,65.85,44.24,27.07,97,67,3.83,broken clouds
478,Plettenberg Bay,ZA,-34.05,23.37,62.98,69,0,7.76,clear sky
479,Murray Bridge,AU,-35.12,139.27,53.01,93,68,1.59,broken clouds
480,Mao,ES,39.89,4.27,71.6,68,20,14.99,few clouds
481,Genhe,CN,50.78,121.52,17.82,89,0,5.57,clear sky
482,Cockburn Town,TC,21.46,-71.14,77.0,88,75,12.75,broken clouds
483,Erwitte,DE,51.62,8.35,64.99,52,51,17.22,broken clouds
484,Suriapet,IN,17.15,79.62,76.57,84,100,6.42,overcast clouds
485,Viseu,PT,40.66,-7.91,61.0,88,40,1.99,light rain
486,Santa Marta,CO,11.24,-74.2,91.0,61,1,3.4,clear sky
487,Thinadhoo,MV,0.53,72.93,83.21,77,37,15.9,scattered clouds
488,Bay Roberts,CA,47.6,-53.26,57.0,86,100,3.0,overcast clouds
489,Acapulco,MX,16.86,-99.89,84.2,79,90,4.7,overcast clouds
490,Yarada,IN,17.65,83.27,82.4,94,90,6.93,moderate rain
491,Baruun-Urt,MN,46.68,113.28,21.31,78,3,4.92,clear sky
492,Nicoya,CR,10.15,-85.45,84.2,79,40,9.17,light rain
493,Ghanzi,BW,-21.57,21.78,86.61,13,13,12.41,few clouds
494,Gorontalo,ID,0.54,123.06,73.81,81,22,2.15,few clouds
495,Gravdal,NO,68.12,13.5,37.4,59,75,5.82,broken clouds
496,Ngaoundere,CM,7.32,13.58,69.96,73,0,4.63,clear sky
497,Ambilobe,MG,-13.2,49.05,79.47,65,84,1.88,broken clouds
498,Basco,PH,20.45,121.97,83.8,84,100,18.95,overcast clouds
499,Sorong,ID,-0.88,131.25,76.98,89,100,5.61,light rain
500,Mahibadhoo,MV,3.78,72.97,82.6,79,2,12.35,clear sky
501,Okha,RU,53.57,142.95,45.32,88,100,12.68,overcast clouds
502,Niquero,CU,20.04,-77.58,82.22,77,100,6.91,light rain
503,Arcata,US,40.87,-124.08,52.0,100,90,4.21,mist
504,Milkovo,RU,54.72,158.62,28.89,91,13,3.47,few clouds
505,Staryy Krym,UA,45.03,35.1,48.99,70,83,5.03,broken clouds
506,Puerto Del Rosario,ES,28.5,-13.86,77.0,53,20,11.41,few clouds
507,Harper,LR,4.38,-7.72,80.1,79,87,8.77,overcast clouds
508,Salekhard,RU,66.53,66.6,21.16,97,99,9.35,overcast clouds
509,Komsomolskiy,UZ,40.43,71.72,55.4,47,0,6.93,clear sky
510,Qaqortoq,GL,60.72,-46.03,32.0,93,90,4.7,light snow
511,Sabang,ID,5.89,95.32,82.78,78,71,12.64,broken clouds
512,Khilok,RU,51.37,110.47,24.37,94,67,6.31,broken clouds
513,Mosquera,CO,4.71,-74.23,66.2,52,40,13.87,scattered clouds
514,Nara,JP,34.69,135.8,64.99,55,93,9.84,light rain
515,Cherskiy,RU,68.75,161.3,15.6,97,80,3.47,broken clouds
516,Omsukchan,RU,62.53,155.8,10.53,91,0,4.92,clear sky
517,Kuytun,RU,54.34,101.5,30.0,95,66,5.68,broken clouds
518,Sompeta,IN,18.93,84.6,81.32,78,100,10.42,moderate rain
519,San Javier,ES,37.81,-0.84,75.99,57,20,11.41,few clouds
520,Batemans Bay,AU,-35.72,150.18,57.99,93,70,7.0,broken clouds
521,Ketchikan,US,55.34,-131.65,42.8,86,40,4.7,scattered clouds
522,La Ronge,CA,55.1,-105.28,24.8,73,75,3.36,broken clouds
523,Jalu,LY,29.03,21.55,71.1,36,0,8.84,clear sky
524,Saint-Augustin,CA,51.23,-58.65,44.58,55,1,4.36,clear sky
525,Taunggyi,MM,20.78,97.03,60.22,100,81,1.99,broken clouds
526,Port Antonio,JM,18.18,-76.46,86.0,70,20,10.29,few clouds
527,Solvychegodsk,RU,61.33,46.92,30.78,98,97,8.68,light snow
528,Havre-Saint-Pierre,CA,50.23,-63.6,41.0,60,40,7.63,scattered clouds
529,Terrace,CA,54.52,-128.6,35.6,100,90,5.82,mist
530,Swift Current,CA,50.28,-107.8,14.0,92,75,9.17,broken clouds
531,Oyama,JP,36.3,139.8,62.01,82,75,6.93,broken clouds
532,Ramanuj Ganj,IN,23.8,83.7,70.21,72,45,1.79,scattered clouds
533,Sharan,RU,54.82,54.0,30.29,92,90,11.27,overcast clouds
534,Nioro,GM,13.35,-15.75,94.64,37,85,2.17,overcast clouds
535,Benguela,AO,-12.58,13.41,80.6,69,40,6.93,scattered clouds
536,Taywarah,AF,33.35,64.42,33.66,64,0,5.01,clear sky
537,Ust-Barguzin,RU,53.45,108.98,31.69,95,91,1.52,overcast clouds
538,Portland,US,45.52,-122.68,52.0,81,75,4.7,broken clouds
539,Port Blair,IN,11.67,92.75,80.96,83,50,10.25,light rain
540,Tezu,IN,27.92,96.17,70.86,79,0,4.29,clear sky
541,Cap Malheureux,MU,-19.98,57.61,75.0,69,10,8.01,clear sky
542,Slonim,BY,53.09,25.32,47.53,85,100,7.25,overcast clouds
543,Tuxpan,MX,19.55,-103.4,80.6,74,40,2.59,scattered clouds
544,Lagoa,PT,39.05,-27.98,63.0,69,52,20.89,broken clouds
545,Sinop,TR,41.77,34.87,53.11,82,4,7.11,clear sky
546,Lata,PT,40.16,-8.33,64.99,80,18,5.01,few clouds
547,Vinderup,DK,56.48,8.79,55.0,100,75,8.05,moderate rain
548,Acari,PE,-15.43,-74.62,77.56,35,20,11.12,few clouds
549,Millinocket,US,45.66,-68.71,42.8,81,90,5.82,overcast clouds
550,Namtsy,RU,62.72,129.67,17.6,92,75,2.24,light shower snow
551,Codrington,AU,-38.27,141.97,45.3,91,49,4.94,scattered clouds
552,Kodinsk,RU,58.69,99.18,34.7,92,100,6.04,overcast clouds
553,Nizwa,OM,22.93,57.53,74.66,19,0,3.56,clear sky
554,Muroto,JP,33.28,134.15,71.51,73,93,24.29,overcast clouds
555,Manta,EC,-0.95,-80.73,80.6,69,20,11.41,few clouds
556,Nicolet,CA,46.22,-72.62,44.01,100,90,8.05,overcast clouds
557,Buala,SB,-8.14,159.59,80.71,77,87,5.75,overcast clouds
558,Waingapu,ID,-9.66,120.26,80.04,77,0,3.96,clear sky
559,Conceicao Da Barra,BR,-18.59,-39.73,78.71,73,93,6.85,overcast clouds
560,Rahon,IN,31.05,76.12,69.87,22,0,5.5,clear sky
561,Fratautii Noi,RO,47.94,25.84,52.0,71,82,5.82,broken clouds
562,Raga,SS,8.46,25.68,74.71,84,76,3.47,light rain
563,Mayo,US,38.89,-76.51,70.0,100,90,9.17,overcast clouds
564,Pinega,RU,64.7,43.39,27.75,98,41,5.73,scattered clouds
565,Dauis,PH,9.63,123.87,82.78,76,98,7.25,overcast clouds
566,Iqaluit,CA,63.75,-68.51,32.0,94,75,5.82,broken clouds
567,Blackwater,AU,-23.58,148.88,67.46,91,37,7.56,scattered clouds
568,Inuvik,CA,68.35,-133.72,15.8,92,90,2.24,light snow
569,Carnduff,CA,49.17,-101.8,24.01,83,0,4.0,clear sky
570,Teguldet,RU,57.31,88.17,37.8,82,100,6.6,overcast clouds
571,Payo,ID,-3.75,103.64,74.44,96,98,3.94,overcast clouds
572,Dawlatabad,AF,36.41,64.91,53.31,37,0,1.01,clear sky
573,Camana,PE,-16.62,-72.71,67.17,62,33,8.95,scattered clouds
574,Puerto Madryn,AR,-42.77,-65.04,64.49,31,100,25.72,overcast clouds
575,Morehead,US,37.27,-87.18,77.0,78,1,9.17,clear sky
576,Rennes,FR,48.17,-1.67,62.6,72,40,10.29,scattered clouds
577,Talcahuano,CL,-36.72,-73.12,60.8,59,3,10.29,clear sky
578,Palmas,BR,-10.21,-48.36,98.6,30,40,11.41,scattered clouds
579,Westport,US,41.14,-73.36,66.0,93,90,3.36,overcast clouds
580,La Asuncion,VE,11.03,-63.86,89.6,62,93,14.99,overcast clouds
581,Neiafu,TO,-18.65,-173.98,75.2,78,90,5.82,overcast clouds
582,Fortuna Foothills,US,32.66,-114.41,75.2,27,1,5.82,clear sky
583,Constitucion,CL,-35.33,-72.42,60.26,56,0,8.7,clear sky
584,Hede,CN,33.77,120.25,59.63,67,77,11.14,light rain
585,Srednekolymsk,RU,67.45,153.68,13.57,93,0,5.5,clear sky
586,Fort Nelson,CA,58.81,-122.7,17.6,72,90,6.93,overcast clouds
587,San Policarpo,PH,12.18,125.51,80.47,87,100,9.15,overcast clouds
588,Mtwara,TZ,-10.27,40.18,82.4,69,20,11.41,few clouds
589,Bima,ID,-8.47,118.72,78.04,85,8,3.04,clear sky
590,Menzelinsk,RU,55.73,53.1,32.0,93,75,17.9,broken clouds
591,San Francisco,US,37.77,-122.42,66.2,68,20,1.28,few clouds
592,Rio Grande,BR,-32.03,-52.1,62.01,92,99,7.0,overcast clouds
593,Dhidhdhoo,MV,6.88,73.1,81.88,79,27,11.27,light rain
594,Aksarka,RU,66.56,67.8,20.55,98,98,10.85,light snow
595,Guisijan,PH,11.09,122.05,79.38,82,47,5.61,light rain
596,Richards Bay,ZA,-28.78,32.04,67.62,73,16,6.17,few clouds
597,Lovozero,RU,68.0,35.01,28.22,97,93,2.93,overcast clouds
598,Margate,GB,51.38,1.39,60.01,82,70,8.01,broken clouds
599,Faya,SA,18.39,42.45,73.4,15,0,9.17,clear sky
600,Barra Do Garcas,BR,-15.89,-52.26,96.1,35,92,4.92,overcast clouds
601,Shenjiamen,CN,29.96,122.3,64.44,86,100,14.47,overcast clouds
602,Raymond,US,43.9,-70.47,51.01,97,98,3.8,overcast clouds
603,Picayune,US,30.53,-89.68,80.01,89,1,6.08,clear sky
604,Linxia,CN,35.6,103.21,45.39,53,0,1.9,clear sky
605,Durango,MX,24.83,-104.83,72.9,29,0,5.57,clear sky
606,Eregli,TR,37.51,34.05,61.77,55,92,3.98,overcast clouds
607,Nelson,NZ,-41.28,173.28,46.99,83,0,1.99,clear sky
608,Ahuimanu,US,21.44,-157.84,77.0,100,90,3.36,overcast clouds
609,Mozarlandia,BR,-14.74,-50.57,94.41,35,88,2.3,overcast clouds
610,Zhoucheng,CN,35.91,116.31,50.74,43,0,2.24,clear sky
611,Cidreira,BR,-30.18,-50.21,69.17,85,60,15.01,broken clouds
612,Wilhelmsburg,AT,48.11,15.61,48.99,83,30,3.0,scattered clouds
613,Skjervoy,NO,70.03,20.97,30.2,68,13,20.8,few clouds
614,Manzhouli,CN,49.6,117.43,24.01,84,0,9.57,clear sky
615,Maningrida,AU,-12.07,134.27,79.05,78,57,3.4,broken clouds
616,Angoche,MZ,-16.23,39.91,77.99,80,0,5.21,clear sky
617,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,93.97,44,73,4.36,broken clouds
618,Burhaniye,TR,39.5,26.97,68.0,68,75,14.99,broken clouds
619,Hutchinson,US,38.06,-97.93,48.2,93,90,10.29,mist
620,Caetite,BR,-14.07,-42.48,90.23,33,3,6.44,clear sky
621,Moron,AR,-34.65,-58.62,64.4,55,75,19.46,light rain
622,Barabinsk,RU,55.36,78.36,44.96,57,100,9.6,overcast clouds
623,Riga,LV,57.0,24.08,50.0,87,90,10.29,overcast clouds
624,Laguna De Perlas,NI,12.34,-83.67,80.6,88,75,4.7,broken clouds
625,Fairbanks,US,64.84,-147.72,23.0,85,90,1.12,overcast clouds
626,Cayenne,GF,4.93,-52.33,89.6,59,10,16.11,clear sky
627,Tigil,RU,57.8,158.67,31.44,97,0,3.04,clear sky
628,Baringo,KE,0.47,35.97,79.41,54,86,2.35,light rain
629,Urumqi,CN,43.8,87.6,48.2,39,0,4.47,clear sky
630,Madarounfa,NE,13.31,7.16,96.8,15,2,6.93,clear sky
631,Weatherford,US,32.76,-97.8,77.0,81,21,3.0,few clouds
632,Manhattan,US,40.78,-73.97,66.99,88,90,4.7,overcast clouds
633,Gimli,CA,50.63,-96.99,32.0,98,97,4.0,overcast clouds
634,Elbistan,TR,38.21,37.2,56.82,52,30,4.5,scattered clouds
635,Karlskrona,SE,56.16,15.59,53.6,100,90,10.29,light rain
636,Xining,CN,36.62,101.77,40.93,55,0,1.36,clear sky
637,Muromtsevo,RU,56.37,75.24,42.31,73,100,3.69,overcast clouds
638,Jabinyanah,TN,35.03,10.91,75.2,53,0,6.93,clear sky
639,Northam,GB,51.03,-4.22,57.99,97,100,4.0,light rain
640,Hartford,US,41.77,-72.77,69.01,72,90,4.7,overcast clouds
641,Iskar,BG,43.45,24.27,59.0,58,20,2.24,few clouds
642,Varzea Alegre,BR,-5.35,-40.38,101.17,16,2,9.31,clear sky
643,Camalu,MX,30.85,-116.07,69.44,70,72,4.47,broken clouds
644,North Platte,US,41.12,-100.77,48.2,70,1,12.75,clear sky
645,Pitimbu,BR,-7.47,-34.81,84.2,66,75,17.22,broken clouds
646,Chilca,PE,-12.52,-76.74,69.01,68,20,9.17,few clouds
647,Anadyr,RU,64.75,177.48,37.4,86,5,15.66,clear sky
648,Paso De Carrasco,UY,-34.86,-56.05,64.0,63,75,21.92,broken clouds
649,Villaviciosa,ES,43.48,-5.44,64.99,74,48,4.43,scattered clouds
650,Revda,RU,56.8,59.93,30.2,92,40,6.71,scattered clouds
651,Danville,US,36.59,-79.39,79.0,69,1,3.36,clear sky
652,Safaga,EG,26.73,33.94,89.6,38,0,3.36,clear sky
653,Launceston,AU,-41.45,147.17,52.0,87,90,2.24,overcast clouds
654,Vestmannaeyjar,IS,63.44,-20.27,41.0,80,75,21.92,broken clouds
655,Aleksin,RU,54.51,37.08,35.6,93,90,6.71,moderate rain
656,Gambo,CF,4.65,22.26,75.45,83,92,1.39,overcast clouds
657,Zhangjiakou,CN,40.81,114.88,36.99,62,0,5.41,clear sky
658,Rehoboth,NA,-23.32,17.08,85.15,14,51,10.36,broken clouds
659,Hermiston,US,45.84,-119.29,50.0,61,1,9.17,clear sky
660,Bubaque,GW,11.28,-15.83,82.6,78,81,9.6,broken clouds
661,Alenquer,BR,-1.94,-54.74,91.4,59,20,17.22,few clouds
662,Doka,SD,13.52,35.77,84.16,31,0,3.8,clear sky
663,Cururupu,BR,-1.83,-44.87,89.13,53,74,8.23,broken clouds
664,Shelburne,CA,44.08,-80.2,55.99,82,90,6.93,overcast clouds
665,Zonguldak,TR,41.25,31.83,56.34,82,0,1.92,clear sky
666,Fairview,US,40.81,-74.0,66.2,88,90,4.7,overcast clouds
667,Mezdra,BG,43.15,23.7,55.4,58,26,3.36,scattered clouds
